bench_name,sketch_model_name,step_model_name,sketch_reasoning_effort,step_reasoning_effort,num_completions,max_feedback_cycles_per_step,max_steps,seed,loop,max_sketch_feedback_cycles,success,num_requests,input_tokens,cached_input_tokens,output_tokens,price
001,gpt-5.4,gpt-5.4-mini,medium,none,5,4,30,0,True,2,True,5,35708,25600,343,0.019264999999999997
002,gpt-5.4,gpt-5.4-mini,medium,none,6,4,30,0,True,2,True,6,44085,40448,1180,0.02140225
003,gpt-5.4,gpt-5.4-mini,medium,none,13,4,30,0,True,2,True,13,105670,96512,852,0.032031500000000004
004,gpt-5.4,gpt-5.4-mini,medium,none,12,4,30,0,True,2,True,12,97057,87936,1536,0.037753249999999995
005,gpt-5.4,gpt-5.4-mini,medium,none,7,4,30,0,True,2,True,7,53016,47872,978,0.022194000000000002
006,gpt-5.4,gpt-5.4-mini,medium,none,6,4,30,0,True,2,True,6,44203,32512,887,0.02754775
007,gpt-5.4,gpt-5.4-mini,medium,none,7,4,30,0,True,2,True,7,53016,48256,1166,0.023642000000000003
008,gpt-5.4,gpt-5.4-mini,medium,none,20,4,30,0,True,2,True,20,170928,138880,2477,0.08218999999999999
009,gpt-5.4,gpt-5.4-mini,medium,none,20,4,30,0,True,2,True,20,170833,150528,2127,0.06546725
010,gpt-5.4,gpt-5.4-mini,medium,none,91,4,30,0,True,2,True,91,786878,713728,4267,0.22332349999999992
011,gpt-5.4,gpt-5.4-mini,medium,none,3,4,30,0,True,2,True,3,13930,11520,923,0.0136825
012,gpt-5.4,gpt-5.4-mini,medium,none,6,4,30,0,True,2,True,6,44823,40960,2497,0.03491874999999999
013,gpt-5.4,gpt-5.4-mini,medium,none,6,4,30,0,True,2,True,6,44538,32384,1344,0.0326805
014,gpt-5.4,gpt-5.4-mini,medium,none,3,4,30,0,True,2,True,3,13894,12416,791,0.0113095
015,gpt-5.4,gpt-5.4-mini,medium,none,11,4,30,0,True,2,True,11,87846,79488,1073,0.031113500000000002
016,gpt-5.4,gpt-5.4-mini,medium,none,93,4,30,0,True,2,False,93,828817,739968,4803,0.25158725
017,gpt-5.4,gpt-5.4-mini,medium,none,2,4,30,0,True,2,True,2,10935,9600,437,0.0072387499999999995
018,gpt-5.4,gpt-5.4-mini,medium,none,62,4,30,0,True,2,False,62,585035,518144,10301,0.25139174999999986
019,gpt-5.4,gpt-5.4-mini,medium,none,62,4,30,0,True,2,False,62,599454,528896,9593,0.25023949999999995
020,gpt-5.4,gpt-5.4-mini,medium,none,63,4,30,0,True,2,False,63,586329,517760,10128,0.25171125
021,gpt-5.4,gpt-5.4-mini,medium,none,73,4,30,0,True,2,False,73,663853,601728,10009,0.25296225
022,gpt-5.4,gpt-5.4-mini,medium,none,78,4,30,0,True,2,False,78,730065,661376,8387,0.25240324999999997
