id,stage,model,pid,created,reserved,charged,status,usage,cell
6eed17ea042b45fb8632dc73dd360260,primary,gpt-5.6-luna,2605247,1789028530.0337992,0.0501734,0.0016805999999999998,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 54259, ""input_tokens"": 6369, ""input_tokens_details"": {""cache_write_tokens"": 6366, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 339, ""output_tokens_details"": {""reasoning_tokens"": 283}, ""response_id"": ""resp_03b5bec2ded79ee3006aa268b36f5887d1838f91c80dec2837"", ""status"": ""completed"", ""total_tokens"": 6708}",amc12a_2002_p13__F-local35-r4-medium__gpt-5.6-luna__seed0
2eb17369acba4b9cabff077ba23b0ea7,primary,gpt-5.6-luna,2605249,1789028530.6715696,0.051689599999999995,0.0021522,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 61840, ""input_tokens"": 8283, ""input_tokens_details"": {""cache_write_tokens"": 8280, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 413, ""output_tokens_details"": {""reasoning_tokens"": 350}, ""response_id"": ""resp_0fd042b8cf203b6e006aa268b3bed087d18ae883e3ef58d5cf"", ""status"": ""completed"", ""total_tokens"": 8696}",amc12a_2002_p13__C-local35-r4-medium__gpt-5.6-luna__seed0
aa1dd6849f7a48519c875a6612e7ca8a,primary,gpt-5.6-luna,2605247,1789028536.3415813,0.051757399999999995,0.0037302,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 62179, ""input_tokens"": 8283, ""input_tokens_details"": {""cache_write_tokens"": 8280, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1728, ""output_tokens_details"": {""reasoning_tokens"": 657}, ""response_id"": ""resp_02fa00ded1b602f7006aa268b9080487d1a5a14555b188dfcc"", ""status"": ""completed"", ""total_tokens"": 10011}",amc12a_2002_p13__F-local35-r4-medium__gpt-5.6-luna__seed0
8d0b9b0bd5494483873e51a19712a84c,primary,gpt-5.6-luna,2605249,1789028538.400079,0.051053799999999996,0.0008990399999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 58661, ""input_tokens"": 6894, ""input_tokens_details"": {""cache_write_tokens"": 2119, ""cached_tokens"": 4772}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 316, ""output_tokens_details"": {""reasoning_tokens"": 146}, ""response_id"": ""resp_04f53c5a001e1db9006aa268baa84887d1852713b211dd5240"", ""status"": ""completed"", ""total_tokens"": 7210}",amc12a_2003_p1__C-local9-r4-medium__gpt-5.6-luna__seed0
021b78e1df224e3b922547e9872e68a7,primary,gpt-5.6-luna,2605249,1789028545.0582137,0.049491799999999996,0.00069786,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 50851, ""input_tokens"": 4863, ""input_tokens_details"": {""cache_write_tokens"": 1807, ""cached_tokens"": 3053}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 229, ""output_tokens_details"": {""reasoning_tokens"": 132}, ""response_id"": ""resp_0c7ef2f2ca74f383006aa268c1351087d1a4b0edb041a0da7d"", ""status"": ""completed"", ""total_tokens"": 5092}",amc12a_2003_p1__F-local9-r4-medium__gpt-5.6-luna__seed0
cd41fb9e06894602b5f1ac0ad1926356,primary,gpt-5.6-luna,2605249,1789028548.5817974,0.051099599999999995,0.0010046399999999998,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 58890, ""input_tokens"": 6894, ""input_tokens_details"": {""cache_write_tokens"": 2119, ""cached_tokens"": 4772}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 404, ""output_tokens_details"": {""reasoning_tokens"": 232}, ""response_id"": ""resp_049ea89bcfae0264006aa268c4c5b087d181c2577c94854f6b"", ""status"": ""completed"", ""total_tokens"": 7298}",amc12a_2003_p1__F-local9-r4-medium__gpt-5.6-luna__seed0
ae26e423c2804fd4942e72e2e0f90b87,primary,gpt-5.6-luna,2605247,1789028552.1936965,0.0497428,0.00080786,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 52106, ""input_tokens"": 5173, ""input_tokens_details"": {""cache_write_tokens"": 2117, ""cached_tokens"": 3053}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 269, ""output_tokens_details"": {""reasoning_tokens"": 187}, ""response_id"": ""resp_019ae84c8e351843006aa268c858b087d1a1da62985df1a61e"", ""status"": ""completed"", ""total_tokens"": 5442}",amc12a_2016_p2__F-local55-r4-medium__gpt-5.6-luna__seed0
58a68e5ed0ba43eabdb892ab8195216c,primary,gpt-5.6-luna,2605249,1789028556.161614,0.051231399999999996,0.0007486400000000001,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 59549, ""input_tokens"": 7156, ""input_tokens_details"": {""cache_write_tokens"": 2381, ""cached_tokens"": 4772}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 147, ""output_tokens_details"": {""reasoning_tokens"": 43}, ""response_id"": ""resp_0d05b90e50bff5f0006aa268cc5a8c87d1bb0e81f0c1f195fb"", ""status"": ""completed"", ""total_tokens"": 7303}",amc12a_2016_p2__C-local55-r4-medium__gpt-5.6-luna__seed0
d5ca18c4268a43508cd70e5b088030ba,primary,gpt-5.6-luna,2605247,1789028556.6231546,0.051285199999999996,0.0008194400000000001,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 59818, ""input_tokens"": 7156, ""input_tokens_details"": {""cache_write_tokens"": 2381, ""cached_tokens"": 4772}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 206, ""output_tokens_details"": {""reasoning_tokens"": 119}, ""response_id"": ""resp_0a01f2474f61b9a5006aa268ccd11087d1af8bef6f157b8190"", ""status"": ""completed"", ""total_tokens"": 7362}",amc12a_2016_p2__F-local55-r4-medium__gpt-5.6-luna__seed0
9e4fa035d2f04bbaa8ad7e42f0de06a5,primary,gpt-5.6-luna,2605249,1789028559.1951475,0.051729,0.00024046,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 62037, ""input_tokens"": 7442, ""input_tokens_details"": {""cache_write_tokens"": 286, ""cached_tokens"": 7153}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 33, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""response_id"": ""resp_0d05b90e50bff5f0006aa268cf685887d1b9aabb54cbe2cd2b"", ""status"": ""completed"", ""total_tokens"": 7475}",amc12a_2016_p2__C-local55-r4-medium__gpt-5.6-luna__seed0
20036bd3d42d4516961a1b7d857e9d8c,primary,gpt-5.6-luna,2605247,1789028560.4154513,0.051856599999999996,0.00029905999999999997,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 62675, ""input_tokens"": 7501, ""input_tokens_details"": {""cache_write_tokens"": 345, ""cached_tokens"": 7153}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 72, ""output_tokens_details"": {""reasoning_tokens"": 41}, ""response_id"": ""resp_0a01f2474f61b9a5006aa268d09cd887d19150cd8d262c2954"", ""status"": ""completed"", ""total_tokens"": 7573}",amc12a_2016_p2__F-local55-r4-medium__gpt-5.6-luna__seed0
